id,created_at,text,public_metrics_retweet_count,public_metrics_reply_count,public_metrics_like_count,public_metrics_quote_count,public_metrics_bookmark_count,public_metrics_impression_count,entities_mentions,entities_urls,entities_annotations,entities_hashtags
1905568266623615052,2025-03-28T10:30:53.000Z,"#HumAapkeBina Song Out Now! 

https://t.co/3AYsS7h210

Sikandar releases in Cinemas on 30th March 

#SajidNadiadwala’s #Sikandar  
Directed by @ARMurugadoss 

@iamRashmika 

@DOP_Tirru  

@ipritamofficial @SameerAnjaan @arijitsingh 

@NGEMovies @SKFilmsOfficial @ZeeMusicCompany",1704,692,7201,107,49,677336,"[{'start': 143, 'end': 156, 'username': 'ARMurugadoss', 'id': '178218286'}, {'start': 159, 'end': 171, 'username': 'iamRashmika', 'id': '722067485613277186'}, {'start': 174, 'end': 184, 'username': 'DOP_Tirru', 'id': '705313987815034881'}, {'start': 188, 'end': 204, 'username': 'ipritamofficial', 'id': '2847250015'}, {'start': 205, 'end': 218, 'username': 'SameerAnjaan', 'id': '458488568'}, {'start': 219, 'end': 231, 'username': 'arijitsingh', 'id': '884655478504005632'}, {'start': 234, 'end': 244, 'username': 'NGEMovies', 'id': '763292478'}, {'start': 245, 'end': 261, 'username': 'SKFilmsOfficial', 'id': '3226892442'}, {'start': 262, 'end': 278, 'username': 'ZeeMusicCompany', 'id': '2381606574'}]","[{'start': 30, 'end': 53, 'url': 'https://t.co/3AYsS7h210', 'expanded_url': 'https://bit.ly/HumAapkeBinaOutNow', 'display_url': 'bit.ly/HumAapkeBinaOu…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1991366469188472832/poFh8uOz?format=jpg&name=orig', 'width': 1280, 'height': 720}, {'url': 'https://pbs.twimg.com/news_img/1991366469188472832/poFh8uOz?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Hum Aapke Bina | Sikandar | Salman Khan, Rashmika Mandanna | Arijit Singh | Pritam', 'description': '👉🏻 SUBSCRIBE to Zee Music Company - https://bit.ly/ZeeMusicCo To Stream & Download Full Song: Spotify - https://spoti.fi/42uZjEnJioSaavn - https://bit.ly/4...', 'unwound_url': 'https://www.youtube.com/watch?v=yab_2u7a12M&feature=youtu.be'}]","[{'start': 1, 'end': 12, 'probability': 0.7396, 'type': 'Other', 'normalized_text': 'HumAapkeBina'}, {'start': 55, 'end': 62, 'probability': 0.3595, 'type': 'Other', 'normalized_text': 'Sikandar'}, {'start': 101, 'end': 115, 'probability': 0.5289, 'type': 'Person', 'normalized_text': 'SajidNadiadwala'}, {'start': 120, 'end': 127, 'probability': 0.5333, 'type': 'Other', 'normalized_text': 'Sikandar'}]","[{'start': 0, 'end': 13, 'tag': 'HumAapkeBina'}, {'start': 100, 'end': 116, 'tag': 'SajidNadiadwala'}, {'start': 119, 'end': 128, 'tag': 'Sikandar'}]"
1900193340660081034,2025-03-13T14:32:50.000Z,"#HappyHoli  Milte hai Eid par!

#SajidNadiadwala’s #Sikandar  
Directed by @ARMurugadoss 

@iamRashmika #Sathyaraj @TheSharmanJoshi @MsKajalAggarwal @prateikbabbar #AnjiniDhawan @jatinsarna #AyanKhan 

@DOP_Tirru @ipritamofficial @Music_Santhosh 

@NGEMovies @SKFilmsOfficial https://t.co/YVqmzZY18m",3405,1286,21543,299,149,574931,"[{'start': 75, 'end': 88, 'username': 'ARMurugadoss', 'id': '178218286'}, {'start': 91, 'end': 103, 'username': 'iamRashmika', 'id': '722067485613277186'}, {'start': 115, 'end': 131, 'username': 'TheSharmanJoshi', 'id': '131273680'}, {'start': 132, 'end': 148, 'username': 'MsKajalAggarwal', 'id': '727050288310296576'}, {'start': 149, 'end': 163, 'username': 'prateikbabbar', 'id': '92594089'}, {'start': 178, 'end': 189, 'username': 'jatinsarna', 'id': '72611247'}, {'start': 202, 'end': 212, 'username': 'DOP_Tirru', 'id': '705313987815034881'}, {'start': 213, 'end': 229, 'username': 'ipritamofficial', 'id': '2847250015'}, {'start': 230, 'end': 245, 'username': 'Music_Santhosh', 'id': '101270748'}, {'start': 248, 'end': 258, 'username': 'NGEMovies', 'id': '763292478'}, {'start': 259, 'end': 275, 'username': 'SKFilmsOfficial', 'id': '3226892442'}]","[{'start': 276, 'end': 299, 'url': 'https://t.co/YVqmzZY18m', 'expanded_url': 'https://x.com/BeingSalmanKhan/status/1900193340660081034/photo/1', 'display_url': 'pic.x.com/YVqmzZY18m', 'media_key': '3_1900193291070541824'}]","[{'start': 33, 'end': 47, 'probability': 0.855, 'type': 'Person', 'normalized_text': 'SajidNadiadwala'}, {'start': 52, 'end': 59, 'probability': 0.4169, 'type': 'Other', 'normalized_text': 'Sikandar'}, {'start': 105, 'end': 113, 'probability': 0.9275, 'type': 'Person', 'normalized_text': 'Sathyaraj'}, {'start': 165, 'end': 176, 'probability': 0.9526, 'type': 'Person', 'normalized_text': 'AnjiniDhawan'}, {'start': 191, 'end': 198, 'probability': 0.9331, 'type': 'Person', 'normalized_text': 'AyanKhan'}]","[{'start': 0, 'end': 10, 'tag': 'HappyHoli'}, {'start': 32, 'end': 48, 'tag': 'SajidNadiadwala'}, {'start': 51, 'end': 60, 'tag': 'Sikandar'}, {'start': 104, 'end': 114, 'tag': 'Sathyaraj'}, {'start': 164, 'end': 177, 'tag': 'AnjiniDhawan'}, {'start': 190, 'end': 199, 'tag': 'AyanKhan'}]"
1941136337278828625,2025-07-04T14:05:42.000Z,"#GalwanValley

#ApoorvaLakhia @SKFilmsOfficial  #HimeshReshammiya #ZeynShaw #AnkurBhatia #HarshilShah #HeeraSohal #VipinBhardwaj #AbhilashChaudhry #AbhishrriSen #ChintanGandhi #CchintanShah #SureshNair  #ShelrajPatel https://t.co/JM4D8oxxKA",3174,1011,14091,313,220,343322,"[{'start': 30, 'end': 46, 'username': 'SKFilmsOfficial', 'id': '3226892442'}]","[{'start': 217, 'end': 240, 'url': 'https://t.co/JM4D8oxxKA', 'expanded_url': 'https://x.com/BeingSalmanKhan/status/1941136337278828625/video/1', 'display_url': 'pic.x.com/JM4D8oxxKA', 'media_key': '13_1941127929854889984'}]",,"[{'start': 0, 'end': 13, 'tag': 'GalwanValley'}, {'start': 15, 'end': 29, 'tag': 'ApoorvaLakhia'}, {'start': 48, 'end': 65, 'tag': 'HimeshReshammiya'}, {'start': 66, 'end': 75, 'tag': 'ZeynShaw'}, {'start': 76, 'end': 88, 'tag': 'AnkurBhatia'}, {'start': 89, 'end': 101, 'tag': 'HarshilShah'}, {'start': 102, 'end': 113, 'tag': 'HeeraSohal'}, {'start': 114, 'end': 128, 'tag': 'VipinBhardwaj'}, {'start': 129, 'end': 146, 'tag': 'AbhilashChaudhry'}, {'start': 147, 'end': 160, 'tag': 'AbhishrriSen'}, {'start': 161, 'end': 175, 'tag': 'ChintanGandhi'}, {'start': 176, 'end': 189, 'tag': 'CchintanShah'}, {'start': 190, 'end': 201, 'tag': 'SureshNair'}, {'start': 203, 'end': 216, 'tag': 'ShelrajPatel'}]"
1945538000781267349,2025-07-16T17:36:20.000Z,"Sonakshi devi bani #NikitaRoy! Looking forward to this film… aap bhi jaake dekho, kal release hai! All the best to the team… kill it

@nickkybhagnani 
#ViickyBhagnani 
#SonakshiSinha https://t.co/DAYSWS3IlK",902,924,8922,46,102,348192,"[{'start': 134, 'end': 149, 'username': 'nickkybhagnani', 'id': '543823420'}]","[{'start': 183, 'end': 206, 'url': 'https://t.co/DAYSWS3IlK', 'expanded_url': 'https://x.com/BeingSalmanKhan/status/1945538000781267349/photo/1', 'display_url': 'pic.x.com/DAYSWS3IlK', 'media_key': '3_1945536478198800384'}]","[{'start': 0, 'end': 17, 'probability': 0.6328, 'type': 'Other', 'normalized_text': 'Sonakshi devi bani'}, {'start': 20, 'end': 28, 'probability': 0.8434, 'type': 'Person', 'normalized_text': 'NikitaRoy'}, {'start': 152, 'end': 165, 'probability': 0.562, 'type': 'Other', 'normalized_text': 'ViickyBhagnani'}, {'start': 169, 'end': 181, 'probability': 0.6069, 'type': 'Other', 'normalized_text': 'SonakshiSinha'}]","[{'start': 19, 'end': 29, 'tag': 'NikitaRoy'}, {'start': 151, 'end': 166, 'tag': 'ViickyBhagnani'}, {'start': 168, 'end': 182, 'tag': 'SonakshiSinha'}]"
1852709826503020826,2024-11-02T13:50:18.000Z,"Rest in peace Rohit
 #RohitBal",2419,2025,34453,537,507,3681151,,,"[{'start': 14, 'end': 18, 'probability': 0.8948, 'type': 'Person', 'normalized_text': 'Rohit'}, {'start': 22, 'end': 29, 'probability': 0.9558, 'type': 'Person', 'normalized_text': 'RohitBal'}]","[{'start': 21, 'end': 30, 'tag': 'RohitBal'}]"
1905115062735434068,2025-03-27T04:30:00.000Z,"Book Your Tickets Now! #Sikandar

https://t.co/W4hrgrLeFX

In Cinemas from 30th March

#SajidNadiadwala’s #Sikandar
Directed by @ARMurugadoss

@iamRashmika #Sathyaraj @TheSharmanJoshi @MsKajalAggarwal @prateikbabbar #AnjiniDhawan @jatinsarna #AyanKhan

@DOP_Tirru @ipritamofficial https://t.co/PzXrmFOYv2",1714,520,7850,68,61,268229,"[{'start': 128, 'end': 141, 'username': 'ARMurugadoss', 'id': '178218286'}, {'start': 143, 'end': 155, 'username': 'iamRashmika', 'id': '722067485613277186'}, {'start': 167, 'end': 183, 'username': 'TheSharmanJoshi', 'id': '131273680'}, {'start': 184, 'end': 200, 'username': 'MsKajalAggarwal', 'id': '727050288310296576'}, {'start': 201, 'end': 215, 'username': 'prateikbabbar', 'id': '92594089'}, {'start': 230, 'end': 241, 'username': 'jatinsarna', 'id': '72611247'}, {'start': 253, 'end': 263, 'username': 'DOP_Tirru', 'id': '705313987815034881'}, {'start': 264, 'end': 280, 'username': 'ipritamofficial', 'id': '2847250015'}]","[{'start': 34, 'end': 57, 'url': 'https://t.co/W4hrgrLeFX', 'expanded_url': 'https://link.district.in/DSTRKT/sksikandar', 'display_url': 'link.district.in/DSTRKT/sksikan…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1996646476848812035/icOYekRd?format=jpg&name=orig', 'width': 1024, 'height': 1024}, {'url': 'https://pbs.twimg.com/news_img/1996646476848812035/icOYekRd?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'District - Movies, Events, Dining', 'description': 'Book your movie tickets on District by Zomato', 'unwound_url': 'https://link.district.in/af-preview/Twitterbot?af_og_title=District+-+Movies%2C+Events%2C+Dining&af_og_description=Book+your+movie+tickets+on+District+by+Zomato&af_og_image=https%3A%2F%2Fb.zmtcdn.com%2Fdata%2Fedition_assets%2F1726657432137.png&is_twitter_crawler=true&is_og_tags_supported_crawler=true&af_robot_sig=8d866ce16621382bea28dbe35712ac7eb69e850f91a39cb71f36492abd691115'}, {'start': 281, 'end': 304, 'url': 'https://t.co/PzXrmFOYv2', 'expanded_url': 'https://x.com/BeingSalmanKhan/status/1905115062735434068/video/1', 'display_url': 'pic.x.com/PzXrmFOYv2', 'media_key': '7_1905104366383824896'}]","[{'start': 24, 'end': 31, 'probability': 0.3892, 'type': 'Other', 'normalized_text': 'Sikandar'}, {'start': 88, 'end': 102, 'probability': 0.8311, 'type': 'Person', 'normalized_text': 'SajidNadiadwala'}, {'start': 107, 'end': 114, 'probability': 0.4206, 'type': 'Other', 'normalized_text': 'Sikandar'}, {'start': 157, 'end': 165, 'probability': 0.9224, 'type': 'Person', 'normalized_text': 'Sathyaraj'}, {'start': 217, 'end': 228, 'probability': 0.9086, 'type': 'Person', 'normalized_text': 'AnjiniDhawan'}, {'start': 243, 'end': 250, 'probability': 0.9262, 'type': 'Person', 'normalized_text': 'AyanKhan'}]","[{'start': 23, 'end': 32, 'tag': 'Sikandar'}, {'start': 87, 'end': 103, 'tag': 'SajidNadiadwala'}, {'start': 106, 'end': 115, 'tag': 'Sikandar'}, {'start': 156, 'end': 166, 'tag': 'Sathyaraj'}, {'start': 216, 'end': 229, 'tag': 'AnjiniDhawan'}, {'start': 242, 'end': 251, 'tag': 'AyanKhan'}]"
1859572644997218646,2024-11-21T12:20:42.000Z,"Dad’s 1st bike, Triumph Tiger 100,1956 https://t.co/s6SvIMaKQC",5868,2525,82767,267,843,1738157,,"[{'start': 39, 'end': 62, 'url': 'https://t.co/s6SvIMaKQC', 'expanded_url': 'https://x.com/BeingSalmanKhan/status/1859572644997218646/photo/1', 'display_url': 'pic.x.com/s6SvIMaKQC', 'media_key': '3_1859572634662383616'}, {'start': 39, 'end': 62, 'url': 'https://t.co/s6SvIMaKQC', 'expanded_url': 'https://x.com/BeingSalmanKhan/status/1859572644997218646/photo/1', 'display_url': 'pic.x.com/s6SvIMaKQC', 'media_key': '3_1859572634649772032'}]","[{'start': 16, 'end': 32, 'probability': 0.8257, 'type': 'Other', 'normalized_text': 'Triumph Tiger 100'}]",
1887143510798729376,2025-02-05T14:17:29.000Z,Tiger wishing my brother Panther and his team all the very best for the wild and the fastest game in the world WPL… @SohailKhan https://t.co/2u02gPEEgn,1382,733,10235,27,78,327460,"[{'start': 116, 'end': 127, 'username': 'SohailKhan', 'id': '758973302811402240'}]","[{'start': 128, 'end': 151, 'url': 'https://t.co/2u02gPEEgn', 'expanded_url': 'https://x.com/BeingSalmanKhan/status/1887143510798729376/photo/1', 'display_url': 'pic.x.com/2u02gPEEgn', 'media_key': '3_1887143501747339264'}, {'start': 128, 'end': 151, 'url': 'https://t.co/2u02gPEEgn', 'expanded_url': 'https://x.com/BeingSalmanKhan/status/1887143510798729376/photo/1', 'display_url': 'pic.x.com/2u02gPEEgn', 'media_key': '3_1887143501743222784'}]","[{'start': 0, 'end': 4, 'probability': 0.7472, 'type': 'Other', 'normalized_text': 'Tiger'}, {'start': 25, 'end': 31, 'probability': 0.6581, 'type': 'Other', 'normalized_text': 'Panther'}, {'start': 111, 'end': 113, 'probability': 0.4527, 'type': 'Organization', 'normalized_text': 'WPL'}]",
1907429336225059192,2025-04-02T13:46:06.000Z,"Catch me live at #BollywoodBigOne with an incredible lineup on May 4th (Manchester) &amp; May 5th (London). Tickets now on sale!

@MadhuriDixit @Varun_dvn @iTIGERSHROFF @DishPatani @kritisanon @SaraAliKhan @WhoSunilGrover @ManishPaul03 @TheCoopLive @OVOArena @TicketmasterUK  @AXS_UK https://t.co/zdnNBZAjWP",1309,1264,8762,212,126,631018,"[{'start': 130, 'end': 143, 'username': 'MadhuriDixit', 'id': '220228167'}, {'start': 144, 'end': 154, 'username': 'Varun_dvn', 'id': '366947884'}, {'start': 155, 'end': 168, 'username': 'iTIGERSHROFF', 'id': '624462023'}, {'start': 169, 'end': 180, 'username': 'DishPatani', 'id': '507662284'}, {'start': 181, 'end': 192, 'username': 'kritisanon', 'id': '137017726'}, {'start': 193, 'end': 205, 'username': 'SaraAliKhan', 'id': '1310656069278941187'}, {'start': 206, 'end': 221, 'username': 'WhoSunilGrover', 'id': '157903916'}, {'start': 222, 'end': 235, 'username': 'ManishPaul03', 'id': '631926517'}, {'start': 236, 'end': 248, 'username': 'TheCoopLive', 'id': '1181952668752908288'}, {'start': 249, 'end': 258, 'username': 'OVOArena', 'id': '57328976'}, {'start': 259, 'end': 274, 'username': 'TicketmasterUK', 'id': '47973638'}, {'start': 276, 'end': 283, 'username': 'AXS_UK', 'id': '3169753600'}]","[{'start': 284, 'end': 307, 'url': 'https://t.co/zdnNBZAjWP', 'expanded_url': 'https://x.com/BeingSalmanKhan/status/1907429336225059192/photo/1', 'display_url': 'pic.x.com/zdnNBZAjWP', 'media_key': '3_1907428755095650304'}]","[{'start': 18, 'end': 32, 'probability': 0.6627, 'type': 'Other', 'normalized_text': 'BollywoodBigOne'}, {'start': 72, 'end': 81, 'probability': 0.8526, 'type': 'Place', 'normalized_text': 'Manchester'}, {'start': 99, 'end': 104, 'probability': 0.9162, 'type': 'Place', 'normalized_text': 'London'}]","[{'start': 17, 'end': 33, 'tag': 'BollywoodBigOne'}]"
1829050488840695866,2024-08-29T06:56:33.000Z,"Seems like yesterday.. 
You Are Mine.. Song Out Today at 5 PM.. Stay Tuned!

@ayaanagnihotri https://t.co/JHhbEnbQJK",2084,1482,21190,66,147,629583,"[{'start': 77, 'end': 92, 'username': 'ayaanagnihotri', 'id': '1801256557721632768'}]","[{'start': 93, 'end': 116, 'url': 'https://t.co/JHhbEnbQJK', 'expanded_url': 'https://x.com/BeingSalmanKhan/status/1829050488840695866/photo/1', 'display_url': 'pic.x.com/JHhbEnbQJK', 'media_key': '3_1829050452341862402'}, {'start': 93, 'end': 116, 'url': 'https://t.co/JHhbEnbQJK', 'expanded_url': 'https://x.com/BeingSalmanKhan/status/1829050488840695866/photo/1', 'display_url': 'pic.x.com/JHhbEnbQJK', 'media_key': '3_1829050451825963010'}]",,
1823425891726451000,2024-08-13T18:26:24.000Z,https://t.co/XgsyFG8iZ9,3545,1668,49661,75,207,700536,,"[{'start': 0, 'end': 23, 'url': 'https://t.co/XgsyFG8iZ9', 'expanded_url': 'https://x.com/BeingSalmanKhan/status/1823425891726451000/photo/1', 'display_url': 'pic.x.com/XgsyFG8iZ9', 'media_key': '3_1823425883094573056'}]",,
1901902268569628902,2025-03-18T07:43:31.000Z,"#SikandarNaache Out Now 

https://t.co/tvBtpG4UDu

#SajidNadiadwala’s #Sikandar  
Directed by @ARMurugadoss 

@iamRashmika 

#KabirLal

@jam8studio @khan_ahmedasas 
@SameerAnjaan #AmitMishra @AkasaSing #SiddhantMiishhraa 

@NGEMovies @SKFilmsOfficial @ZeeMusicCompany @PenMovies",2242,864,8472,258,76,546150,"[{'start': 94, 'end': 107, 'username': 'ARMurugadoss', 'id': '178218286'}, {'start': 110, 'end': 122, 'username': 'iamRashmika', 'id': '722067485613277186'}, {'start': 136, 'end': 147, 'username': 'jam8studio', 'id': '816972609711734784'}, {'start': 148, 'end': 163, 'username': 'khan_ahmedasas', 'id': '3012568945'}, {'start': 165, 'end': 178, 'username': 'SameerAnjaan', 'id': '458488568'}, {'start': 191, 'end': 201, 'username': 'AkasaSing', 'id': '583030238'}, {'start': 223, 'end': 233, 'username': 'NGEMovies', 'id': '763292478'}, {'start': 234, 'end': 250, 'username': 'SKFilmsOfficial', 'id': '3226892442'}, {'start': 251, 'end': 267, 'username': 'ZeeMusicCompany', 'id': '2381606574'}, {'start': 268, 'end': 278, 'username': 'PenMovies', 'id': '368864562'}]","[{'start': 26, 'end': 49, 'url': 'https://t.co/tvBtpG4UDu', 'expanded_url': 'https://bit.ly/SikandarNaacheOutNow', 'display_url': 'bit.ly/SikandarNaache…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1986003945572175872/Wavh5IuY?format=jpg&name=orig', 'width': 1280, 'height': 720}, {'url': 'https://pbs.twimg.com/news_img/1986003945572175872/Wavh5IuY?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Sikandar Naache | Sikandar | Salman Khan & Rashmika Mandanna | JAM8, Amit Mishra, AKASA, Siddhaant M', 'description': '👉🏻 SUBSCRIBE to Zee Music Company - https://bit.ly/ZeeMusicCo This beat, this vibe… absolutely unmissable! 💃🏻✨ Join the groove with Sikandar 🔥To Stream ...', 'unwound_url': 'https://www.youtube.com/watch?v=Rn0omo-x9uw&feature=youtu.be'}]","[{'start': 1, 'end': 14, 'probability': 0.7155, 'type': 'Other', 'normalized_text': 'SikandarNaache'}, {'start': 52, 'end': 66, 'probability': 0.7526, 'type': 'Person', 'normalized_text': 'SajidNadiadwala'}, {'start': 71, 'end': 78, 'probability': 0.4981, 'type': 'Other', 'normalized_text': 'Sikandar'}, {'start': 126, 'end': 133, 'probability': 0.8749, 'type': 'Person', 'normalized_text': 'KabirLal'}, {'start': 180, 'end': 189, 'probability': 0.956, 'type': 'Person', 'normalized_text': 'AmitMishra'}, {'start': 203, 'end': 219, 'probability': 0.9092, 'type': 'Person', 'normalized_text': 'SiddhantMiishhraa'}]","[{'start': 0, 'end': 15, 'tag': 'SikandarNaache'}, {'start': 51, 'end': 67, 'tag': 'SajidNadiadwala'}, {'start': 70, 'end': 79, 'tag': 'Sikandar'}, {'start': 125, 'end': 134, 'tag': 'KabirLal'}, {'start': 179, 'end': 190, 'tag': 'AmitMishra'}, {'start': 202, 'end': 220, 'tag': 'SiddhantMiishhraa'}]"
1953690355334775064,2025-08-08T05:30:53.000Z,"No matter how different we are, We fit together.
And that’s exactly what the wardrobe says.
Denim,Tees,Togetherness.
From the Being Human Clothing’s collection featuring
Marvel Studios’ Fantastic Four: First New Steps.
Available in stores.

#BeingHumanClothing #FantasticFour https://t.co/pvJmV50jvU",1531,974,12063,69,136,341951,,"[{'start': 276, 'end': 299, 'url': 'https://t.co/pvJmV50jvU', 'expanded_url': 'https://x.com/BeingSalmanKhan/status/1953690355334775064/photo/1', 'display_url': 'pic.x.com/pvJmV50jvU', 'media_key': '3_1953686592696020992'}]","[{'start': 92, 'end': 96, 'probability': 0.498, 'type': 'Other', 'normalized_text': 'Denim'}, {'start': 103, 'end': 114, 'probability': 0.544, 'type': 'Other', 'normalized_text': 'Togetherness'}, {'start': 126, 'end': 145, 'probability': 0.6688, 'type': 'Other', 'normalized_text': 'Being Human Clothing'}, {'start': 170, 'end': 183, 'probability': 0.8941, 'type': 'Organization', 'normalized_text': 'Marvel Studios'}, {'start': 186, 'end': 199, 'probability': 0.5583, 'type': 'Other', 'normalized_text': 'Fantastic Four'}, {'start': 208, 'end': 216, 'probability': 0.6659, 'type': 'Other', 'normalized_text': 'New Steps'}]","[{'start': 241, 'end': 260, 'tag': 'BeingHumanClothing'}, {'start': 261, 'end': 275, 'tag': 'FantasticFour'}]"
1905870852450906525,2025-03-29T06:33:15.000Z,"#Sikandar in Cinemas Tomorrow!

BOOK YOUR TICKETS NOW! 

https://t.co/izJkamnaaU 

https://t.co/W4hrgrLMvv

#SajidNadiadwala’s #Sikandar  
Directed by @ARMurugadoss 

@iamRashmika #Sathyaraj @TheSharmanJoshi @MsKajalAggarwal @prateikbabbar #AnjiniDhawan @jatinsarna #AyanKhan https://t.co/i3U8sQPI2Y",2607,1523,16396,160,89,725843,"[{'start': 151, 'end': 164, 'username': 'ARMurugadoss', 'id': '178218286'}, {'start': 167, 'end': 179, 'username': 'iamRashmika', 'id': '722067485613277186'}, {'start': 191, 'end': 207, 'username': 'TheSharmanJoshi', 'id': '131273680'}, {'start': 208, 'end': 224, 'username': 'MsKajalAggarwal', 'id': '727050288310296576'}, {'start': 225, 'end': 239, 'username': 'prateikbabbar', 'id': '92594089'}, {'start': 254, 'end': 265, 'username': 'jatinsarna', 'id': '72611247'}]","[{'start': 57, 'end': 80, 'url': 'https://t.co/izJkamnaaU', 'expanded_url': 'https://bookmy.show/Sikandar', 'display_url': 'bookmy.show/Sikandar', 'images': [{'url': 'https://pbs.twimg.com/news_img/1983445847074582538/KHsNrSMj?format=jpg&name=orig', 'width': 1280, 'height': 640}, {'url': 'https://pbs.twimg.com/news_img/1983445847074582538/KHsNrSMj?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'Sikandar (2025) - Movie | Reviews, Cast & Release Date - BookMyShow', 'description': 'Sikandar (2025), Action Drama released in Hindi language in theatre near you. Know about Film reviews, lead cast & crew, photos & video gallery on BookMyShow.', 'unwound_url': 'https://in.bookmyshow.com/movies/sikandar/ET00394804?_branch_match_id=link-1430164718433245974&utm_source=NadiadwalaGrandson&utm_campaign=Sikandar_NadiadwalaGrandson_PH_Movies&utm_medium=Digital_PH&_branch_referrer=H4sIAAAAAAAAA8soKSkottLXT8rPz86t1CvOyC%2FXD87MTsxLSSwCABOCx1scAAAA'}, {'start': 83, 'end': 106, 'url': 'https://t.co/W4hrgrLMvv', 'expanded_url': 'https://link.district.in/DSTRKT/sksikandar', 'display_url': 'link.district.in/DSTRKT/sksikan…', 'images': [{'url': 'https://pbs.twimg.com/news_img/1974832591837757441/Kw5OjLlq?format=jpg&name=orig', 'width': 1024, 'height': 1024}, {'url': 'https://pbs.twimg.com/news_img/1974832591837757441/Kw5OjLlq?format=jpg&name=150x150', 'width': 150, 'height': 150}], 'status': 200, 'title': 'District - Movies, Events, Dining', 'description': 'Book your movie tickets on District by Zomato', 'unwound_url': 'https://link.district.in/DSTRKT/sksikandar'}, {'start': 276, 'end': 299, 'url': 'https://t.co/i3U8sQPI2Y', 'expanded_url': 'https://x.com/BeingSalmanKhan/status/1905870852450906525/photo/1', 'display_url': 'pic.x.com/i3U8sQPI2Y', 'media_key': '3_1905870843907047424'}]","[{'start': 1, 'end': 8, 'probability': 0.546, 'type': 'Other', 'normalized_text': 'Sikandar'}, {'start': 109, 'end': 123, 'probability': 0.8589, 'type': 'Person', 'normalized_text': 'SajidNadiadwala'}, {'start': 128, 'end': 135, 'probability': 0.6111, 'type': 'Other', 'normalized_text': 'Sikandar'}, {'start': 181, 'end': 189, 'probability': 0.9175, 'type': 'Person', 'normalized_text': 'Sathyaraj'}, {'start': 241, 'end': 252, 'probability': 0.9305, 'type': 'Person', 'normalized_text': 'AnjiniDhawan'}, {'start': 267, 'end': 274, 'probability': 0.953, 'type': 'Person', 'normalized_text': 'AyanKhan'}]","[{'start': 0, 'end': 9, 'tag': 'Sikandar'}, {'start': 108, 'end': 124, 'tag': 'SajidNadiadwala'}, {'start': 127, 'end': 136, 'tag': 'Sikandar'}, {'start': 180, 'end': 190, 'tag': 'Sathyaraj'}, {'start': 240, 'end': 253, 'tag': 'AnjiniDhawan'}, {'start': 266, 'end': 275, 'tag': 'AyanKhan'}]"
1911816977435558097,2025-04-14T16:21:01.000Z,Thank u for the motivation https://t.co/U90Oy3y1K6,6618,4384,80705,1038,1233,4374614,,"[{'start': 27, 'end': 50, 'url': 'https://t.co/U90Oy3y1K6', 'expanded_url': 'https://x.com/BeingSalmanKhan/status/1911816977435558097/photo/1', 'display_url': 'pic.x.com/U90Oy3y1K6', 'media_key': '3_1911816967167619073'}, {'start': 27, 'end': 50, 'url': 'https://t.co/U90Oy3y1K6', 'expanded_url': 'https://x.com/BeingSalmanKhan/status/1911816977435558097/photo/1', 'display_url': 'pic.x.com/U90Oy3y1K6', 'media_key': '3_1911816967180189696'}]",,
