"Page ID","Page name","Data comment",Date,"Estimated earnings (USD)","Estimated earnings by Video (USD)","Estimated Stars earnings (USD)","Monetisable 1-minute video views","Monetisable view RPM","Ad CPM (USD)","Unique user engagements","Overall negative feedback","Overall negative feedback: Hide all","Overall negative feedback: Hide","Overall negative feedback: Report as spam","Overall negative feedback: Unlike Page","Overall negative feedback: Click X button","Unique negative feedback from users"
1619647795010416,Shreelaxmistonedepot,,05/31/2025,0,0,0,0,0,0,3,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,06/01/2025,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,06/02/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,06/03/2025,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,06/04/2025,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,06/05/2025,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,06/06/2025,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,06/07/2025,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,06/08/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,06/09/2025,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,06/10/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,06/11/2025,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,06/12/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,06/13/2025,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,06/14/2025,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,06/15/2025,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,06/16/2025,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,06/17/2025,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,06/18/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,06/19/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,06/20/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,06/21/2025,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,06/22/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,06/23/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,06/24/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,06/25/2025,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,06/26/2025,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,06/27/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,06/28/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,06/29/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,06/30/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,07/01/2025,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,07/02/2025,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,07/03/2025,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,07/04/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,07/05/2025,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,07/06/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,07/07/2025,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,07/08/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,07/09/2025,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,07/10/2025,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,07/11/2025,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,07/12/2025,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,07/13/2025,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,07/14/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,07/15/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,07/16/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,07/17/2025,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,07/18/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,07/19/2025,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,07/20/2025,0,0,0,0,0,0,5,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,07/21/2025,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,07/22/2025,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,07/23/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,07/24/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,07/25/2025,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,07/26/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,07/27/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,07/28/2025,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,07/29/2025,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,07/30/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,07/31/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,08/01/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,08/02/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,08/03/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,08/04/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,08/05/2025,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,08/06/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,08/07/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,08/08/2025,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,08/09/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,08/10/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,08/11/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,08/12/2025,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,08/13/2025,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,08/14/2025,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,08/15/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,08/16/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,08/17/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,08/18/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,08/19/2025,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,08/20/2025,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,08/21/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,08/22/2025,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1619647795010416,Shreelaxmistonedepot,,08/23/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
